ID,English,Chinese_Simplified,French,German,Italian,Polish,Portuguese_Brazil,Russian,Spanish
Pilot_Youth_Move_Text,Gain +3 Move on first turn of every mission.,Gain +3 Move on first turn of every mission.,+3 en déplacement lors du premier tour de chaque mission.,Die Einheit erhält +3 Bewegung in der ersten Runde jeder Mission.,Gain +3 Move on first turn of every mission.,Ma +3 do ruchu w pierwszej turze każdej misji.,Ganha +3 de mov. no 1º turno da missão.,Дает +3 к перемещению на первом ходу каждого боя.,Tiene +3 de movimiento el primer turno de cada misión.
Pilot_Retaliation_Title,Retaliation,Retaliation,Riposte,Vergeltung,Retaliation,Odwet,Retaliação,Мстительность,Represalia
Pilot_Retaliation_Text,Deal 1 damage to adjacent enemies after surviving damage.,Deal 1 damage to adjacent enemies after surviving damage.,Inflige 1 point de dégâts aux ennemis adjacents après avoir subi des dégâts (et y avoir survécu).,"Verursacht bei benachbarten Gegnern 1 Schaden, nachdem der erlittene Schaden überstanden wurde.",Deal 1 damage to adjacent enemies after surviving damage.,"Gdy przeżyje otrzymane obrażenia, zadaje 1 pkt. obrażeń wrogom na przylegających polach.",Causa 1 de dano aos inimigos adjacentes ao sofrer dano e sobreviver.,Наносит 1 ед. урона соседним врагам после получения нелетального урона.,Inflige 1 de daño a los enemigos adyacentes tras sobrevivir al daño.
Pilot_TimeTravel_Title,Temporal Reset,Temporal Reset,Réinitialisation temporelle,Zeitsprung,Temporal Reset,Reset Czasu,Reinício Temporal,Темпоральный откат,Reinicio temporal
Pilot_TimeTravel_Text,Gain 1 extra 'Reset Turn' every battle.,Gain 1 extra 'Reset Turn' every battle.,"Gagne 1 ""Réinitalisation de tour"" en plus à chaque bataille.","Erhält in jedem Kampf 1 zusätzliches ""Runde zurücksetzen"".",Gain 1 extra 'Reset Turn' every battle.,Zapewnia 1 dodatkowy reset tury na bitwę.,"Ganhe mais um ""Reiniciar Turno"" por batalha.",Позволяет использовать сброс хода на 1 раз больше в каждом бою.,Puede reiniciar turno 1 vez más cada batalla.
Pilot_Mantis_Skill_Title,Mantis,Mantis,Mantis,Mantis,맨티스,Modliszka,Mantis,Богомол,Mantis
Pilot_Mantis_Skill_Text,2 damage melee attack replaces Repair.,2 damage melee attack replaces Repair.,Réparation remplacée par une attaque au corps à corps infligeant 2 points de dégâts.,Nahkampfangriff verursacht 2 Schaden und ersetzt Reparatur.,Un attacco in mischia da 2 di danno sostituisce la riparazione.,"Zamiast Naprawy, może wykonać atak w zwarciu za 2 pkt. obrażeń.",Ataque corpo a corpo de 2 de dano substitui Reparar.,Ремонт заменен рукопашной атакой на 2 ед. урона.,"Tiene un ataque cuerpo a cuerpo de 2 de daño, pero no puede reparar."
Pilot_Rock_Skill_Title,Rockman,Rockman,Peau de granit,Steinriese,락맨,Showman,Litoide,Глыба,Rocoide
Pilot_Rock_Skill_Text,+3 Health and\nImmune to Fire.,+3 Health and\nImmune to Fire.,+3 en santé et\nimmunité contre le feu.,+3 Gesundheit und\nImmunität gegen Feuer.,+3 di Salute e\nimmunità al fuoco.,Ma +3 do zdrowia\ni niewrażliwość na ogień.,+3 PV e\nImune a Fogo.,+3 здоровья и\nиммунитет к огню.,+3 de salud e\ninmunidad al fuego.
Pilot_Zoltan_Skill_Title,Zoltan,Zoltan,Zoltan,Zoltan,졸탄,Zoltan,Zoltan,Золтан,Zoltan
Pilot_Zoltan_Skill_Text,+1 Reactor Core.\nReduce Mech HP to 1.\nGain Shield every turn.,+1 Reactor Core.\nReduce Mech HP to 1.\nGain Shield every turn.,+1 cœur de réacteur.\nPV du Mecha réduits à 1.\nGagne un bouclier à chaque tour.,+1 Reaktorkern.\nVerringert Mechs GP auf 1.\nErhält jede Runde einen Schild.,+1 nucleo del reattore.\nRiduce a 1 i PS del mech.\nOttiene scudo a ogni turno.,Ma 1 dodatkowy rdzeń reaktora.\nMech ma 1 pkt. Zdrowia.\nCo turę zyskuje osłonę.,+1 Núcleo de Reator.\nReduz PV do Meka a 1.\nGanha Escudo a cada turno.,+1 ядро реактора.\nОЗ меха снижаются до 1.\nКаждый ход получает щит.,+1 núcleo de reactor.\nLos PS del mech se reducen a 1.\nConsigue un escudo cada turno.
